title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Jaime,,Herrera Beutler,,,R,WA,3,1,F,202-225-3536,202-225-3478,https://herrerabeutler.house.gov,,1107 Longworth House Office Building,H001056,101907,H0WA03187,412486,N00031559,HerreraBeutler,http://www.opencongress.org/wiki/Jaime_Herrera,http://youtube.com/RepHerreraBeutler,herrerabeutler,,,1978-11-03,Rep.Herrerabeutler@opencongress.org
Rep,Bill,,Huizenga,,,R,MI,2,1,M,202-225-4401,202-226-0779,https://huizenga.house.gov,,2232 Rayburn House Office Building,H001058,38351,H0MI02094,412437,N00030673,RepHuizenga,http://www.opencongress.org/wiki/Bill_Huizenga,http://youtube.com/RepHuizenga,RepHuizenga,,,1969-01-31,Rep.Huizenga@opencongress.org
Rep,Randy,,Hultgren,,,R,IL,14,1,M,202-225-2976,202-225-0697,https://hultgren.house.gov,,2455 Rayburn House Office Building,H001059,18199,H0IL14080,412422,N00031104,RepHultgren,http://www.opencongress.org/wiki/Randy_Hultgren,http://youtube.com/rephultgren,RepHultgren,,,1966-03-01,Rep.Hultgren@opencongress.org
Sen,John,,Hoeven,,,R,ND,Senior Seat,1,M,202-224-2551,202-224-7999,https://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,338 Russell Senate Office Building,H001061,41788,S0ND00093,412494,N00031688,SenJohnHoeven,http://www.opencongress.org/wiki/John_Hoeven,http://youtube.com/senatorjohnhoevennd,SenatorJohnHoeven,,III,1957-03-13,Sen.Hoeven@opencongress.org
Rep,Denny,,Heck,,,D,WA,10,1,M,202-225-9740,202-225-0129,https://dennyheck.house.gov,,425 Cannon House Office Building,H001064,126058,H0WA03161,412584,N00031557,RepDennyHeck,,http://youtube.com/RepDennyHeck,CongressmanDennyHeck,,,1952-07-29,Rep.Dennyheck@opencongress.org
Rep,George,,Holding,,,R,NC,2,1,M,202-225-3032,919-782-4490,https://holding.house.gov,,1110 Longworth House Office Building,H001065,136462,H2NC13110,412553,N00033399,RepHolding,,http://youtube.com/repholding,CongressmanGeorgeHolding,,,1968-04-17,Rep.Holding@opencongress.org
Rep,Richard,,Hudson,,,R,NC,8,1,M,202-225-3715,704-782-1004,https://hudson.house.gov,,429 Cannon House Office Building,H001067,136448,H2NC08185,412550,N00033630,RepRichHudson,,http://youtube.com/RepRichHudson,RepRichHudson,,,1971-11-04,Rep.Hudson@opencongress.org
Rep,Jared,,Huffman,,,D,CA,2,1,M,202-225-5161,202-225-5163,https://huffman.house.gov,,1406 Longworth House Office Building,H001068,59849,H2CA06259,412511,N00033030,RepHuffman,,http://youtube.com/rephuffman,RepHuffman,,,1964-02-18,Rep.Huffman@opencongress.org
Sen,Heidi,,Heitkamp,,,D,ND,Junior Seat,1,F,202-224-2043,202-224-7776,https://www.heitkamp.senate.gov/public,http://www.heitkamp.senate.gov/public/index.cfm/contact,516 Hart Senate Office Building,H001069,41716,S2ND00099,412554,N00033782,SenatorHeitkamp,,http://youtube.com/senatorheidiheitkamp,SenatorHeidiHeitkamp,,I,1955-10-30,Sen.Heitkamp@opencongress.org
Sen,James,M.,Inhofe,,Jim,R,OK,Senior Seat,1,M,202-224-4721,202-228-0380,https://www.inhofe.senate.gov,https://www.inhofe.senate.gov/contact,205 Russell Senate Office Building,I000024,27027,S4OK00083,300055,N00005582,InhofePress,http://www.opencongress.org/wiki/James_Inhofe,http://youtube.com/jiminhofepressoffice,jiminhofe,,II,1934-11-17,Sen.Inhofe@opencongress.org
Sen,John,H.,Isakson,,Johnny,R,GA,Senior Seat,1,M,202-224-3643,202-228-0724,https://www.isakson.senate.gov,https://www.isakson.senate.gov/public/index.cfm/email-me,131 Russell Senate Office Building,I000055,1721,S6GA00119,400194,N00002593,SenatorIsakson,http://www.opencongress.org/wiki/John_Isakson,http://youtube.com/SenatorIsakson,,,III,1944-12-28,Sen.Isakson@opencongress.org
Rep,Darrell,E.,Issa,,,R,CA,49,1,M,202-225-3906,202-225-3303,https://issa.house.gov,,2269 Rayburn House Office Building,I000056,16553,H0CA48024,400196,N00007017,DarrellIssa,http://www.opencongress.org/wiki/Darrell_Issa,http://youtube.com/repdarrellissa,darrellissa,,,1953-11-01,Rep.Issa@opencongress.org
Rep,Sheila,,Jackson Lee,,,D,TX,18,1,F,202-225-3816,202-225-3317,https://jacksonlee.house.gov,,2187 Rayburn House Office Building,J000032,21692,H4TX18054,400199,N00005818,JacksonLeeTX18,http://www.opencongress.org/wiki/Sheila_Jackson_Lee,http://youtube.com/TX18SJL,CongresswomanSheilaJacksonLee,,,1950-01-12,Rep.Jacksonlee@opencongress.org
Rep,Eddie,Bernice,Johnson,,,D,TX,30,1,F,202-225-8885,202-226-1477,https://ebjohnson.house.gov,,2468 Rayburn House Office Building,J000126,27098,H2TX00015,400204,N00008122,RepEBJ,http://www.opencongress.org/wiki/Eddie_Bernice_Johnson,http://youtube.com/RepEddieBJohnson,CongresswomanEBJtx30,,,1935-12-03,Rep.Ebjohnson@opencongress.org
Rep,Sam,Robert,Johnson,,,R,TX,3,1,M,202-225-4201,202-225-1485,https://samjohnson.house.gov,,2304 Rayburn House Office Building,J000174,27079,H2TX03118,400206,N00008028,SamsPressShop,http://www.opencongress.org/wiki/Samuel_Johnson,http://youtube.com/RepSamJohnson,RepSamJohnson,,,1930-10-11,Rep.Samjohnson@opencongress.org
Rep,Walter,B.,Jones,Jr.,,R,NC,3,1,M,202-225-3415,202-225-3286,https://jones.house.gov,,2333 Rayburn House Office Building,J000255,21785,H2NC01081,400209,N00002299,RepWalterJones,http://www.opencongress.org/wiki/Walter_Beaman_Jones,http://youtube.com/RepWalterJones,15083070102,,,1943-02-10,Rep.Jones@opencongress.org
Rep,Henry,C.,Johnson,Jr.,Hank,D,GA,4,1,M,202-225-1605,202-226-0691,https://hankjohnson.house.gov,,2240 Rayburn House Office Building,J000288,68070,H6GA04129,412199,N00027848,RepHankJohnson,http://www.opencongress.org/wiki/Henry_Johnson,http://youtube.com/RepHankJohnson,115356957005,,,1954-10-02,Rep.Hankjohnson@opencongress.org
Rep,Jim,,Jordan,,,R,OH,4,1,M,202-225-2676,202-226-0577,https://jordan.house.gov,,2056 Rayburn House Office Building,J000289,8158,H6OH04082,412226,N00027894,Jim_Jordan,http://www.opencongress.org/wiki/James_Jordan,http://youtube.com/RepJimJordan,repjimjordan,,,1964-02-17,Rep.Jordan@opencongress.org
Rep,Lynn,,Jenkins,,,R,KS,2,1,F,202-225-6601,202-225-7986,https://lynnjenkins.house.gov,,1526 Longworth House Office Building,J000290,18594,H8KS02090,412284,N00029077,RepLynnJenkins,http://www.opencongress.org/wiki/Lynn_Jenkins,http://youtube.com/RepLynnJenkins,replynnjenkins,,,1963-06-10,Rep.Lynnjenkins@opencongress.org
Rep,Bill,,Johnson,,,R,OH,6,1,M,202-225-5705,202-225-5907,https://billjohnson.house.gov,,1710 Longworth House Office Building,J000292,120649,H0OH06189,412460,N00032088,RepBillJohnson,http://www.opencongress.org/wiki/Bill_Johnson,http://youtube.com/RepBillJohnson,RepBillJohnson,,,1954-11-10,Rep.Billjohnson@opencongress.org
Sen,Ron,,Johnson,,,R,WI,Senior Seat,1,M,202-224-5323,920-230-7262,https://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,J000293,126217,S0WI00197,412496,N00032546,SenRonJohnson,http://www.opencongress.org/wiki/Ron_Johnson,http://youtube.com/SenatorRonJohnson,senronjohnson,,III,1955-04-08,Sen.Ronjohnson@opencongress.org
Rep,David,P.,Joyce,,,R,OH,14,1,M,202-225-5731,202-225-3307,https://joyce.house.gov,,1124 Longworth House Office Building,J000295,143052,H2OH14064,412566,N00035007,RepDaveJoyce,,http://youtube.com/repdavejoyce,RepDaveJoyce,,,1957-03-17,Rep.Joyce@opencongress.org
Rep,Marcy,,Kaptur,,,D,OH,9,1,F,202-225-4146,202-225-7711,https://kaptur.house.gov,,2186 Rayburn House Office Building,K000009,27016,H2OH09031,400211,N00003522,RepMarcyKaptur,http://www.opencongress.org/wiki/Marcy_Kaptur,http://youtube.com/USRepMarcyKaptur,RepresentativeMarcyKaptur,,,1946-06-17,Rep.Kaptur@opencongress.org
Rep,Ron,James,Kind,,,D,WI,3,1,M,202-225-5506,202-225-5739,https://kind.house.gov,,1502 Longworth House Office Building,K000188,630,H6WI03099,400218,N00004403,RepRonKind,http://www.opencongress.org/wiki/Ronald_James_Kind,http://youtube.com/RepRonKind,repronkind,,,1963-03-16,Rep.Kind@opencongress.org
Rep,Peter,T.,King,,Pete,R,NY,2,1,M,202-225-7896,202-226-2279,https://peteking.house.gov,,339 Cannon House Office Building,K000210,26968,H2NY03089,400219,N00001193,RepPeteKing,http://www.opencongress.org/wiki/Peter_King,http://youtube.com/RepPeterKing,,,,1944-04-05,Rep.Peteking@opencongress.org
Rep,Steve,A.,King,,,R,IA,4,1,M,202-225-4426,202-225-3193,https://steveking.house.gov,,2210 Rayburn House Office Building,K000362,10853,H2IA05072,400220,N00025237,SteveKingIA,http://www.opencongress.org/wiki/Steve_King,http://youtube.com/stevekingia,stevekingia,,,1949-05-28,Rep.Steveking@opencongress.org
Rep,William,R.,Keating,,,D,MA,9,1,M,202-225-3111,202-225-5658,https://keating.house.gov,,2351 Rayburn House Office Building,K000375,4743,H0MA10082,412435,N00031933,USRepKeating,http://www.opencongress.org/wiki/Bill_Keating,http://youtube.com/RepBillKeating,Congressman.Keating,,,1952-09-06,Rep.Keating@opencongress.org
Rep,Mike,,Kelly,,,R,PA,3,1,M,202-225-5406,202-225-3103,https://kelly.house.gov,,1707 Longworth House Office Building,K000376,119463,H0PA03271,412465,N00031647,MikeKellyPA,http://www.opencongress.org/wiki/Mike_Kelly,http://youtube.com/repmikekelly,191056827594903,,,1948-05-10,Rep.Kelly@opencongress.org
Rep,Adam,,Kinzinger,,,R,IL,16,1,M,202-225-3635,202-225-3521,https://kinzinger.house.gov,,2245 Rayburn House Office Building,K000378,116559,H0IL11052,412421,N00030667,RepKinzinger,http://www.opencongress.org/wiki/Adam_Kinzinger,http://youtube.com/RepAdamKinzinger,RepKinzinger,,,1978-02-27,Rep.Kinzinger@opencongress.org
Rep,Daniel,T.,Kildee,,,D,MI,5,1,M,202-225-3611,202-225-6393,https://dankildee.house.gov,,227 Cannon House Office Building,K000380,136102,H2MI05119,412546,N00033395,RepDanKildee,,http://youtube.com/RepDanKildee,RepDanKildee,,,1958-08-11,Rep.Dankildee@opencongress.org
Rep,Ann,M.,Kuster,,,D,NH,2,1,F,202-225-5206,202-225-2946,https://kuster.house.gov,,137 Cannon House Office Building,K000382,122256,H0NH02181,412557,N00030875,RepAnnieKuster,,http://youtube.com/RepKuster,CongresswomanAnnieKuster,,,1956-09-05,Rep.Kuster@opencongress.org
Sen,Angus,,King,,,I,ME,Junior Seat,1,M,202-224-5344,202-224-1946,https://www.king.senate.gov,https://www.king.senate.gov/contact,133 Hart Senate Office Building,K000383,22381,S2ME00109,412545,N00034580,SenAngusKing,,http://youtube.com/SenatorAngusKing,SenatorAngusSKingJr,,I,1944-03-31,Sen.King@opencongress.org
Sen,Timothy,,Kaine,,,D,VA,Junior Seat,1,M,202-224-4024,202-228-6363,https://www.kaine.senate.gov,https://www.kaine.senate.gov/contact,231 Russell Senate Office Building,K000384,50772,S2VA00142,412582,N00033177,SenKaineOffice,,http://youtube.com/SenatorTimKaine,SenatorKaine,,I,1958-02-26,Sen.Kaine@opencongress.org
Sen,Patrick,J.,Leahy,,,D,VT,Senior Seat,1,M,202-224-4242,202-224-3479,https://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,437 Russell Senate Office Building,L000174,53353,S4VT00017,300065,N00009918,SenatorLeahy,http://www.opencongress.org/wiki/Patrick_Leahy,http://youtube.com/SenatorPatrickLeahy,SenatorPatrickLeahy,,III,1940-03-31,Sen.Leahy@opencongress.org
Rep,Sander,M.,Levin,,,D,MI,9,1,M,202-225-4961,202-226-1033,https://levin.house.gov,,1236 Longworth House Office Building,L000263,26918,H2MI17023,400238,N00003950,RepSandyLevin,http://www.opencongress.org/wiki/Sander_Levin,http://youtube.com/mi12yes,RepSandyLevin,,,1931-09-06,Rep.Levin@opencongress.org
Rep,John,R.,Lewis,,,D,GA,5,1,M,202-225-3801,202-225-0351,https://johnlewis.house.gov,,343 Cannon House Office Building,L000287,26820,H6GA05217,400240,N00002577,RepJohnLewis,http://www.opencongress.org/wiki/John_Lewis,http://youtube.com/repjohnlewis,RepJohnLewis,,,1940-02-21,Rep.Johnlewis@opencongress.org
Rep,Zoe,,Lofgren,,,D,CA,19,1,F,202-225-3072,202-225-3336,https://lofgren.house.gov,,1401 Longworth House Office Building,L000397,21899,H4CA16049,400245,N00007479,RepZoeLofgren,http://www.opencongress.org/wiki/Zoe_Lofgren,http://youtube.com/RepZoeLofgren,zoelofgren,,,1947-12-21,Rep.Lofgren@opencongress.org
Rep,Nita,M.,Lowey,,,D,NY,17,1,F,202-225-6506,202-225-0546,https://lowey.house.gov,,2365 Rayburn House Office Building,L000480,26982,H8NY20056,400246,N00001024,NitaLowey,http://www.opencongress.org/wiki/Nita_Lowey,http://youtube.com/nitalowey,RepLowey,,,1937-07-05,Rep.Lowey@opencongress.org
Rep,Frank,D.,Lucas,,,R,OK,3,1,M,202-225-5565,202-225-8698,https://lucas.house.gov,,2405 Rayburn House Office Building,L000491,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,RepFrankLucas,,,1960-01-06,Rep.Lucas@opencongress.org
Rep,Barbara,,Lee,,,D,CA,13,1,F,202-225-2661,202-225-9817,https://lee.house.gov,,2267 Rayburn House Office Building,L000551,8315,H8CA09060,400237,N00008046,RepBarbaraLee,http://www.opencongress.org/wiki/Barbara_Lee,http://youtube.com/RepLee,RepBarbaraLee,,,1946-07-16,Rep.Lee@opencongress.org
Rep,Frank,A.,LoBiondo,,,R,NJ,2,1,M,202-225-6572,202-225-3318,https://lobiondo.house.gov,,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,,,1946-05-12,Rep.Lobiondo@opencongress.org
Rep,John,B.,Larson,,,D,CT,1,1,M,202-225-2265,202-225-1031,https://larson.house.gov,,1501 Longworth House Office Building,L000557,17188,H8CT01046,400233,N00000575,RepJohnLarson,http://www.opencongress.org/wiki/John_Larson,http://youtube.com/RepJohnLarson,RepJohnLarson,,,1948-07-22,Rep.Larson@opencongress.org
Rep,James,R.,Langevin,,Jim,D,RI,2,1,M,202-225-2735,202-225-5976,https://langevin.house.gov,,2077 Rayburn House Office Building,L000559,55787,H0RI02139,400230,N00009724,JimLangevin,http://www.opencongress.org/wiki/James_Langevin,http://youtube.com/jimlangevin,CongressmanJimLangevin,,,1964-04-22,Rep.Langevin@opencongress.org
Rep,Rick,,Larsen,,,D,WA,2,1,M,202-225-2605,202-225-4420,https://larsen.house.gov,,2113 Rayburn House Office Building,L000560,56231,H0WA02080,400232,N00009759,RepRickLarsen,http://www.opencongress.org/wiki/Rick_Larsen,http://youtube.com/congressmanlarsen,RepRickLarsen,,,1965-06-15,Rep.Larsen@opencongress.org
Rep,Stephen,F.,Lynch,,,D,MA,8,1,M,202-225-8273,202-225-3984,https://lynch.house.gov,,2268 Rayburn House Office Building,L000562,4844,H2MA09072,400249,N00013855,RepStephenLynch,http://www.opencongress.org/wiki/Stephen_Lynch,http://youtube.com/RepLynch,repstephenlynch,,,1955-03-31,Rep.Lynch@opencongress.org
Rep,Daniel,William,Lipinski,,,D,IL,3,1,M,202-225-5701,202-225-1012,https://lipinski.house.gov,,2346 Rayburn House Office Building,L000563,33692,H4IL03077,400630,N00027239,RepLipinski,http://www.opencongress.org/wiki/Daniel_Lipinski,http://youtube.com/lipinski03,repdanlipinski,,,1966-07-15,Rep.Lipinski@opencongress.org
Rep,Doug,,Lamborn,,,R,CO,5,1,M,202-225-4422,202-226-2638,https://lamborn.house.gov,,2402 Rayburn House Office Building,L000564,2698,H6CO05159,412191,N00028133,RepDLamborn,http://www.opencongress.org/wiki/Douglas_Lamborn,http://youtube.com/CongressmanLamborn,CongressmanDougLamborn,,,1954-05-24,Rep.Lamborn@opencongress.org
Rep,David,,Loebsack,,,D,IA,2,1,M,202-225-6576,202-226-0757,https://loebsack.house.gov,,1527 Longworth House Office Building,L000565,68964,H6IA02146,412209,N00027741,DaveLoebsack,http://www.opencongress.org/wiki/Dave_Loebsack,http://youtube.com/congressmanloebsack,DaveLoebsack,,,1952-12-23,Rep.Loebsack@opencongress.org
Rep,Robert,E.,Latta,,,R,OH,5,1,M,202-225-6405,202-225-1985,https://latta.house.gov,,2448 Rayburn House Office Building,L000566,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,boblatta,,,1956-04-18,Rep.Latta@opencongress.org
Rep,Leonard,,Lance,,,R,NJ,7,1,M,202-225-5361,202-225-9460,https://lance.house.gov,,2352 Rayburn House Office Building,L000567,4443,H6NJ12136,412290,N00000898,RepLanceNJ7,http://www.opencongress.org/wiki/Leonard_Lance,http://youtube.com/CongressmanLance,CongressmanLance,,,1952-06-25,Rep.Lance@opencongress.org
Rep,Blaine,,Luetkemeyer,,,R,MO,3,1,M,202-225-2956,202-225-5712,https://luetkemeyer.house.gov,,2230 Rayburn House Office Building,L000569,20400,H8MO09153,412292,N00030026,RepBlainePress,http://www.opencongress.org/wiki/Blaine_Luetkemeyer,http://youtube.com/BLuetkemeyer,BlaineLuetkemeyer,,,1952-05-07,Rep.Luetkemeyer@opencongress.org
Rep,Ben,Ray,Luján,,,D,NM,3,1,M,202-225-6190,202-226-1528,https://lujan.house.gov,,2231 Rayburn House Office Building,L000570,102842,H8NM03196,412293,N00029562,RepBenRayLujan,http://www.opencongress.org/wiki/Ben_Lujan,http://youtube.com/Repbenraylujan,RepBenRayLujan,,,1972-06-07,Rep.Lujan@opencongress.org
Rep,Raúl,R.,Labrador,,,R,ID,1,1,M,202-225-6611,202-225-3029,https://labrador.house.gov,,1523 Longworth House Office Building,L000573,57391,H0ID01253,412419,N00031377,Raul_Labrador,http://www.opencongress.org/wiki/Raul_Labrador,http://youtube.com/RepLabrador,raul.r.labrador,,,1967-12-08,Rep.Labrador@opencongress.org
Sen,James,,Lankford,,,R,OK,Junior Seat,1,M,202-224-5754,,https://www.lankford.senate.gov,http://www.lankford.senate.gov/contact/email,316 Hart Senate Office Building,L000575,124938,H0OK05114,412464,N00031129,SenatorLankford,http://www.opencongress.org/wiki/James_Lankford,http://youtube.com/SenatorLankford,SenatorLankford,,III,1968-03-04,Sen.Lankford@opencongress.org
Rep,Billy,,Long,,,R,MO,7,1,M,202-225-6536,202-225-5604,https://long.house.gov,,2454 Rayburn House Office Building,L000576,123401,H0MO07113,412445,N00030676,USRepLong,http://www.opencongress.org/wiki/Billy_Long,http://youtube.com/MOdistrict7,Rep.Billy.Long,,,1955-08-11,Rep.Long@opencongress.org
Sen,Mike,,Lee,,,R,UT,Junior Seat,1,M,202-224-5444,,https://www.lee.senate.gov/public,https://www.lee.senate.gov/public/index.cfm/contact,361a Russell Senate Office Building,L000577,66395,S0UT00165,412495,N00031696,SenMikeLee,http://www.opencongress.org/wiki/Mike_Lee,http://youtube.com/senatormikelee,senatormikelee,,III,1971-06-04,Sen.Lee@opencongress.org
Rep,Doug,,LaMalfa,,,R,CA,1,1,M,202-225-3076,530-534-7800,https://lamalfa.house.gov,,322 Cannon House Office Building,L000578,29713,H2CA02142,412510,N00033987,RepLaMalfa,,http://youtube.com/RepLaMalfa,RepLaMalfa,,,1960-07-02,Rep.Lamalfa@opencongress.org
Rep,Alan,S.,Lowenthal,,,D,CA,47,1,M,202-225-7924,202-225-7926,https://lowenthal.house.gov,,125 Cannon House Office Building,L000579,16469,H2CA00104,412521,N00033274,RepLowenthal,,http://youtube.com/RepLowenthal,RepLowenthal,,,1941-03-08,Rep.Lowenthal@opencongress.org
Rep,Michelle,,Lujan Grisham,,,D,NM,1,1,F,202-225-6316,202-225-4975,https://lujangrisham.house.gov,,214 Cannon House Office Building,L000580,102404,H8NM01257,412558,N00029400,RepLujanGrisham,,http://youtube.com/RepLujanGrisham,RepLujanGrisham,,,1959-10-24,Rep.Lujangrisham@opencongress.org
Rep,Carolyn,B.,Maloney,,,D,NY,12,1,F,202-225-7944,202-225-4709,https://maloney.house.gov,,2308 Rayburn House Office Building,M000087,26978,H2NY14037,400251,N00000078,RepMaloney,http://www.opencongress.org/wiki/Carolyn_Maloney,http://youtube.com/carolynbmaloney,RepCarolynMaloney,,,1946-02-19,Rep.Maloney@opencongress.org
Sen,Edward,J.,Markey,,Ed,D,MA,Junior Seat,1,M,202-224-2742,,https://www.markey.senate.gov,https://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,M000133,26900,H6MA07101,400253,N00000270,SenMarkey,http://www.opencongress.org/wiki/Edward_Markey,http://youtube.com/RepMarkey,EdJMarkey,,II,1946-07-11,Sen.Markey@opencongress.org
Sen,John,S.,McCain,,,R,AZ,Senior Seat,1,M,202-224-2235,202-228-2862,https://www.mccain.senate.gov,https://www.mccain.senate.gov/public/index.cfm/contact-form,218 Russell Senate Office Building,M000303,53270,S6AZ00019,300071,N00006424,SenJohnMcCain,http://www.opencongress.org/wiki/John_McCain,http://youtube.com/SenatorJohnMcCain,johnmccain,,III,1936-08-29,Sen.Mccain@opencongress.org
Rep,James,P.,McGovern,,Jim,D,MA,2,1,M,202-225-6101,202-225-5759,https://mcgovern.house.gov,,438 Cannon House Office Building,M000312,552,H4MA03022,400263,N00000179,RepMcGovern,http://www.opencongress.org/wiki/James_McGovern,http://youtube.com/repjimmcgovern,RepJimMcGovern,,,1959-11-20,Rep.Mcgovern@opencongress.org
Sen,Robert,,Menéndez,,Bob,D,NJ,Senior Seat,1,M,202-224-4744,202-228-2197,https://www.menendez.senate.gov,https://www.menendez.senate.gov/contact,528 Hart Senate Office Building,M000639,26961,H2NJ13075,400272,N00000699,SenatorMenendez,http://www.opencongress.org/wiki/Robert_Menendez,http://youtube.com/SenatorMenendezNJ,senatormenendez,,I,1954-01-01,Sen.Menendez@opencongress.org
Sen,Jerry,,Moran,,,R,KS,Junior Seat,1,M,202-224-6521,202-228-6966,https://www.moran.senate.gov,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,521 Dirksen Senate Office Building,M000934,542,H6KS01096,400284,N00005282,JerryMoran,http://www.opencongress.org/wiki/Jerry_Moran,http://youtube.com/senatorjerrymoran,jerrymoran,,III,1954-05-29,Sen.Moran@opencongress.org
Sen,Patty,,Murray,,,D,WA,Senior Seat,1,F,202-224-2621,202-224-0238,https://www.murray.senate.gov/public,http://www.murray.senate.gov/public/index.cfm/contactme,154 Russell Senate Office Building,M001111,53358,S2WA00189,300076,N00007876,PattyMurray,http://www.opencongress.org/wiki/Patty_Murray,http://youtube.com/SenatorPattyMurray,,,III,1950-10-11,Sen.Murray@opencongress.org
Rep,Gregory,W.,Meeks,,,D,NY,5,1,M,202-225-3461,202-226-4169,https://meeks.house.gov,,2234 Rayburn House Office Building,M001137,4360,H8NY06048,400271,N00001171,GregoryMeeks,http://www.opencongress.org/wiki/Gregory_Meeks,http://youtube.com/gwmeeks,gregorymeeksny05,,,1953-09-25,Rep.Meeks@opencongress.org
Rep,Tim,,Murphy,,,R,PA,18,1,M,202-225-2301,202-225-1844,https://murphy.house.gov,,2332 Rayburn House Office Building,M001151,9794,H2PA18143,400285,N00024992,RepTimMurphy,http://www.opencongress.org/wiki/Tim_Murphy,http://youtube.com/TimMurphyPA18,reptimmurphy,,,1952-09-11,Rep.Murphy@opencongress.org
Sen,Lisa,A.,Murkowski,,,R,AK,Senior Seat,1,F,202-224-6665,202-224-5301,https://www.murkowski.senate.gov,https://www.murkowski.senate.gov/public/index.cfm/contact,522 Hart Senate Office Building,M001153,15841,S4AK00099,300075,N00026050,LisaMurkowski,http://www.opencongress.org/wiki/Lisa_Murkowski,http://youtube.com/senatormurkowski,SenLisaMurkowski,,III,1957-05-22,Sen.Murkowski@opencongress.org
Rep,Patrick,T.,McHenry,,,R,NC,10,1,M,202-225-2576,202-225-0316,https://mchenry.house.gov,,2334 Rayburn House Office Building,M001156,21031,H4NC10047,400644,N00026627,PatrickMcHenry,http://www.opencongress.org/wiki/Patrick_McHenry,http://youtube.com/CongressmanMcHenry,CongressmanMcHenry,,,1975-10-22,Rep.Mchenry@opencongress.org
Rep,Michael,T.,McCaul,,,R,TX,10,1,M,202-225-2401,202-225-5955,https://mccaul.house.gov,,2001 Rayburn House Office Building,M001157,49210,H4TX10093,400654,N00026460,RepMcCaul,http://www.opencongress.org/wiki/Michael_McCaul,http://youtube.com/MichaelTMcCaul,michaeltmccaul,,,1962-01-14,Rep.Mccaul@opencongress.org
Rep,Kenny,Ewell,Marchant,,,R,TX,24,1,M,202-225-6605,202-225-0074,https://marchant.house.gov,,2369 Rayburn House Office Building,M001158,5549,H4TX24094,400656,N00026710,RepKenMarchant,http://www.opencongress.org/wiki/Kenny_Marchant,http://youtube.com/RepKennyMarchant,RepKennyMarchant,,,1951-02-23,Rep.Marchant@opencongress.org
Rep,Cathy,,McMorris Rodgers,,,R,WA,5,1,F,202-225-2006,202-225-3392,https://mcmorris.house.gov,,1314 Longworth House Office Building,M001159,3217,H4WA05077,400659,N00026314,CathyMcMorris,http://www.opencongress.org/wiki/Cathy_McMorris-Rodgers,http://youtube.com/mcmorrisrodgers,mcmorrisrodgers,,,1969-05-22,Rep.Mcmorris@opencongress.org
Rep,Gwen,,Moore,,,D,WI,4,1,F,202-225-4572,202-225-8135,https://gwenmoore.house.gov,,2252 Rayburn House Office Building,M001160,3457,H4WI04183,400661,N00026914,RepGwenMoore,http://www.opencongress.org/wiki/Gwendolynne_Moore,http://youtube.com/RepGwenMoore,GwenSMoore,,,1951-04-18,Rep.Gwenmoore@opencongress.org
Rep,Doris,O.,Matsui,,,D,CA,6,1,F,202-225-7163,202-225-0566,http://matsui.house.gov,,2311 Rayburn House Office Building,M001163,28593,H6CA05195,400663,N00027459,DorisMatsui,http://www.opencongress.org/wiki/Doris_Matsui,http://youtube.com/RepDorisMatsui,doris.matsui,,,1944-09-25,Rep.Matsui@opencongress.org
Rep,Kevin,,McCarthy,,,R,CA,23,1,M,202-225-2915,202-225-2908,https://kevinmccarthy.house.gov,,2421 Rayburn House Office Building,M001165,28918,H6CA22125,412190,N00028152,GOPLeader,http://www.opencongress.org/wiki/Kevin_McCarthy,http://youtube.com/repkevinmccarthy,CongressmanKevinMcCarthy,,,1965-01-26,Rep.Kevinmccarthy@opencongress.org
Rep,Jerry,,McNerney,,,D,CA,9,1,M,202-225-1947,202-225-4060,https://mcnerney.house.gov,,2265 Rayburn House Office Building,M001166,29474,H4CA11081,412189,N00026926,RepMcNerney,http://www.opencongress.org/wiki/Gerald_McNerney,http://youtube.com/RepJerryMcNerney,jerrymcnerney,,,1951-06-18,Rep.Mcnerney@opencongress.org
